linkage positions,3 Letter Code,Enantiomer L/D,Short Name,Ring f/p,anomer a/b,,Helper Column don't save me,,,,,,Notes
"4,1",YcD,L,Fru,f,a,,,,,,,,
4,4cD,L,Fru,f,a,,,,,,,,
"3,1",ZcD,L,Fru,f,a,,,,,,,,
3,3cD,L,Fru,f,a,,,,,,,,
1,1cD,L,Fru,f,a,,,,,,,,
2,2cD,L,Fru,f,a,,,,,,,,
0,0cD,L,Fru,f,a,,,,,,,,
"1,6,4,3",PcU,L,Fru,f,b,,,,,,,,
"1,6,4",RcU,L,Fru,f,b,,,,,,,,
"1,6,3",ScU,L,Fru,f,b,,,,,,,,
"1,6",XcU,L,Fru,f,b,,,,,,,,
"1,4,3",TcU,L,Fru,f,b,,,,,,,,
"1,4",YcU,L,Fru,f,b,,,,,,,,
"1,3",ZcU,L,Fru,f,b,,,,,,,,
1,1cU,L,Fru,f,b,,,,,,,,
"6,4,3",QcU,L,Fru,f,b,,,,,,,,
"6,4",UcU,L,Fru,f,b,,,,,,,,
"6,3",VcU,L,Fru,f,b,,,,,,,,
6,6cU,L,Fru,f,b,,,,,,,,
"4,3",WcU,L,Fru,f,b,,,,,,,,
4,4cU,L,Fru,f,b,,,,,,,,
3,3cU,L,Fru,f,b,,,,,,,,
2,2cU,L,Fru,f,b,,,,,,,,
0,0cU,L,Fru,f,b,,,,,,,,
"4,3,2",TdA,L,Lyx,p,a,,,,,,,,
"4,3",WdA,L,Lyx,p,a,,,,,,,,
"4,2",YdA,L,Lyx,p,a,,,,,,,,
4,4dA,L,Lyx,p,a,,,,,,,,
"3,2",ZdA,L,Lyx,p,a,,,,,,,,
3,3dA,L,Lyx,p,a,,,,,,,,
2,2dA,L,Lyx,p,a,,,,,,,,
1,1dA,L,Lyx,p,a,,,,,,,,
0,0dA,L,Lyx,p,a,,,,,,,,
"4,3,2",TdB,L,Lyx,p,b,,,,,,,,
"4,3",WdB,L,Lyx,p,b,,,,,,,,
"4,2",YdB,L,Lyx,p,b,,,,,,,,
4,4dB,L,Lyx,p,b,,,,,,,,
"3,2",ZdB,L,Lyx,p,b,,,,,,,,
3,3dB,L,Lyx,p,b,,,,,,,,
2,2dB,L,Lyx,p,b,,,,,,,,
1,1dB,L,Lyx,p,b,,,,,,,,
0,0dB,L,Lyx,p,b,,,,,,,,
"5,3,2",ndD,L,Lyx,f,a,,,,,,,,
"5,3",tdD,L,Lyx,f,a,,,,,,,,
"5,2",udD,L,Lyx,f,a,,,,,,,,
5,5dD,L,Lyx,f,a,,,,,,,,
"3,2",ZdD,L,Lyx,f,a,,,,,,,,
3,3dD,L,Lyx,f,a,,,,,,,,
2,2dD,L,Lyx,f,a,,,,,,,,
1,1dD,L,Lyx,f,a,,,,,,,,
0,0dD,L,Lyx,f,a,,,,,,,,
"5,3,2",ndU,L,Lyx,f,b,,,,,,,,
"5,3",tdU,L,Lyx,f,b,,,,,,,,
"5,2",udU,L,Lyx,f,b,,,,,,,,
5,5dU,L,Lyx,f,b,,,,,,,,
"3,2",ZdU,L,Lyx,f,b,,,,,,,,
3,3dU,L,Lyx,f,b,,,,,,,,
2,2dU,L,Lyx,f,b,,,,,,,,
1,1dU,L,Lyx,f,b,,,,,,,,
0,0dU,L,Lyx,f,b,,,,,,,,
"6,4,3,2",PeA,L,Alt,p,a,,,,,,,,
"6,4,3",QeA,L,Alt,p,a,,,,,,,,
"6,4,2",ReA,L,Alt,p,a,,,,,,,,
"6,4",UeA,L,Alt,p,a,,,,,,,,
"6,3,2",SeA,L,Alt,p,a,,,,,,,,
"6,3",VeA,L,Alt,p,a,,,,,,,,
"6,2",XeA,L,Alt,p,a,,,,,,,,
6,6eA,L,Alt,p,a,,,,,,,,
"4,3,2",TeA,L,Alt,p,a,,,,,,,,
"4,3",WeA,L,Alt,p,a,,,,,,,,
"4,2",YeA,L,Alt,p,a,,,,,,,,
4,4eA,L,Alt,p,a,,,,,,,,
"3,2",ZeA,L,Alt,p,a,,,,,,,,
3,3eA,L,Alt,p,a,,,,,,,,
2,2eA,L,Alt,p,a,,,,,,,,
1,1eA,L,Alt,p,a,,,,,,,,
0,0eA,L,Alt,p,a,,,,,,,,
"6,4,3,2",PeB,L,Alt,p,b,,,,,,,,
"6,4,3",QeB,L,Alt,p,b,,,,,,,,
"6,4,2",ReB,L,Alt,p,b,,,,,,,,
"6,4",UeB,L,Alt,p,b,,,,,,,,
"6,3,2",SeB,L,Alt,p,b,,,,,,,,
"6,3",VeB,L,Alt,p,b,,,,,,,,
"6,2",XeB,L,Alt,p,b,,,,,,,,
6,6eB,L,Alt,p,b,,,,,,,,
"4,3,2",TeB,L,Alt,p,b,,,,,,,,
"4,3",WeB,L,Alt,p,b,,,,,,,,
"4,2",YeB,L,Alt,p,b,,,,,,,,
4,4eB,L,Alt,p,b,,,,,,,,
"3,2",ZeB,L,Alt,p,b,,,,,,,,
3,3eB,L,Alt,p,b,,,,,,,,
2,2eB,L,Alt,p,b,,,,,,,,
1,1eB,L,Alt,p,b,,,,,,,,
0,0eB,L,Alt,p,b,,,,,,,,
"4,3,2",TfA,L,Fuc,p,a,,,,,,,,
"4,3",WfA,L,Fuc,p,a,,,,,,,,
"4,2",YfA,L,Fuc,p,a,,,,,,,,
4,4fA,L,Fuc,p,a,,,,,,,,
"3,2",ZfA,L,Fuc,p,a,,,,,,,,
3,3fA,L,Fuc,p,a,,,,,,,,
2,2fA,L,Fuc,p,a,,,,,,,,
1,1fA,L,Fuc,p,a,,,,,,,,
0,0fA,L,Fuc,p,a,,,,,,,,
"4,3,2",TfB,L,Fuc,p,b,,,,,,,,
"4,3",WfB,L,Fuc,p,b,,,,,,,,
"4,2",YfB,L,Fuc,p,b,,,,,,,,
4,4fB,L,Fuc,p,b,,,,,,,,
"3,2",ZfB,L,Fuc,p,b,,,,,,,,
3,3fB,L,Fuc,p,b,,,,,,,,
2,2fB,L,Fuc,p,b,,,,,,,,
1,1fB,L,Fuc,p,b,,,,,,,,
0,0fB,L,Fuc,p,b,,,,,,,,
"6,4,3,2",PgA,L,Glc,p,a,,,,,,,,
"6,4,3",QgA,L,Glc,p,a,,,,,,,,
"6,4,2",RgA,L,Glc,p,a,,,,,,,,
"6,4",UgA,L,Glc,p,a,,,,,,,,
"6,3,2",SgA,L,Glc,p,a,,,,,,,,
"6,3",VgA,L,Glc,p,a,,,,,,,,
"6,2",XgA,L,Glc,p,a,,,,,,,,
6,6gA,L,Glc,p,a,,,,,,,,
"4,3,2",TgA,L,Glc,p,a,,,,,,,,
"4,3",WgA,L,Glc,p,a,,,,,,,,
"4,2",YgA,L,Glc,p,a,,,,,,,,
4,4gA,L,Glc,p,a,,,,,,,,
"3,2",ZgA,L,Glc,p,a,,,,,,,,
3,3gA,L,Glc,p,a,,,,,,,,
2,2gA,L,Glc,p,a,,,,,,,,
1,1gA,L,Glc,p,a,,,,,,,,
0,0gA,L,Glc,p,a,,,,,,,,
"6,4,3,2",PgB,L,Glc,p,b,,,,,,,,
"6,4,3",QgB,L,Glc,p,b,,,,,,,,
"6,4,2",RgB,L,Glc,p,b,,,,,,,,
"6,4",UgB,L,Glc,p,b,,,,,,,,
"6,3,2",SgB,L,Glc,p,b,,,,,,,,
"6,3",VgB,L,Glc,p,b,,,,,,,,
"6,2",XgB,L,Glc,p,b,,,,,,,,
6,6gB,L,Glc,p,b,,,,,,,,
"4,3,2",TgB,L,Glc,p,b,,,,,,,,
"4,3",WgB,L,Glc,p,b,,,,,,,,
"4,2",YgB,L,Glc,p,b,,,,,,,,
4,4gB,L,Glc,p,b,,,,,,,,
"3,2",ZgB,L,Glc,p,b,,,,,,,,
3,3gB,L,Glc,p,b,,,,,,,,
2,2gB,L,Glc,p,b,,,,,,,,
1,1gB,L,Glc,p,b,,,,,,,,
0,0gB,L,Glc,p,b,,,,,,,,
"7,8,9,4",AgL,L,Neup5Gc,p,a,,,,,,,,
"7,8,9",BgL,L,Neup5Gc,p,a,,,,,,,,
"7,8,4",EgL,L,Neup5Gc,p,a,,,,,,,,
"7,8",HgL,L,Neup5Gc,p,a,,,,,,,,
"7,9,4",DgL,L,Neup5Gc,p,a,,,,,,,,
"7,9",GgL,L,Neup5Gc,p,a,,,,,,,,
"7,4",KgL,L,Neup5Gc,p,a,,,,,,,,
7,7gL,L,Neup5Gc,p,a,,,,,,,,
"8,9,4",CgL,L,Neup5Gc,p,a,,,,,,,,
"8,9",FgL,L,Neup5Gc,p,a,,,,,,,,
"8,4",JgL,L,Neup5Gc,p,a,,,,,,,,
8,8gL,L,Neup5Gc,p,a,,,,,,,,
"9,4",IgL,L,Neup5Gc,p,a,,,,,,,,
9,9gL,L,Neup5Gc,p,a,,,,,,,,
4,4gL,L,Neup5Gc,p,a,,,,,,,,
2,2gL,L,Neup5Gc,p,a,,,,,,,,
0,0gL,L,Neup5Gc,p,a,,,,,,,,
"4,3,2",ThA,L,Rha,p,a,,,,,,,,
"4,3",WhA,L,Rha,p,a,,,,,,,,
"4,2",YhA,L,Rha,p,a,,,,,,,,
4,4hA,L,Rha,p,a,,,,,,,,
"3,2",ZhA,L,Rha,p,a,,,,,,,,
3,3hA,L,Rha,p,a,,,,,,,,
2,2hA,L,Rha,p,a,,,,,,,,
1,1hA,L,Rha,p,a,,,,,,,,
0,0hA,L,Rha,p,a,,,,,,,,
"4,3,2",ThB,L,Rha,p,b,,,,,,,,
"4,3",WhB,L,Rha,p,b,,,,,,,,
"4,2",YhB,L,Rha,p,b,,,,,,,,
4,4hB,L,Rha,p,b,,,,,,,,
"3,2",ZhB,L,Rha,p,b,,,,,,,,
3,3hB,L,Rha,p,b,,,,,,,,
2,2hB,L,Rha,p,b,,,,,,,,
1,1hB,L,Rha,p,b,,,,,,,,
0,0hB,L,Rha,p,b,,,,,,,,
"5,4,3,1",yjA,L,Tag,p,a,,,,,,,,
"5,4,3",xjA,L,Tag,p,a,,,,,,,,
"5,4,1",vjA,L,Tag,p,a,,,,,,,,
"5,4",sjA,L,Tag,p,a,,,,,,,,
"5,3,1",njA,L,Tag,p,a,,,,,,,,
"5,3",tjA,L,Tag,p,a,,,,,,,,
"5,1",ujA,L,Tag,p,a,,,,,,,,
5,5jA,L,Tag,p,a,,,,,,,,
"4,3,1",TjA,L,Tag,p,a,,,,,,,,
"4,3",WjA,L,Tag,p,a,,,,,,,,
"4,1",YjA,L,Tag,p,a,,,,,,,,
4,4jA,L,Tag,p,a,,,,,,,,
"3,1",ZjA,L,Tag,p,a,,,,,,,,
3,3jA,L,Tag,p,a,,,,,,,,
1,1jA,L,Tag,p,a,,,,,,,,
2,2jA,L,Tag,p,a,,,,,,,,
0,0jA,L,Tag,p,a,,,,,,,,
"1,5,4,3",yjB,L,Tag,p,b,,,,,,,,
"1,5,4",vjB,L,Tag,p,b,,,,,,,,
"1,5,3",njB,L,Tag,p,b,,,,,,,,
"1,5",ujB,L,Tag,p,b,,,,,,,,
"1,4,3",TjB,L,Tag,p,b,,,,,,,,
"1,4",YjB,L,Tag,p,b,,,,,,,,
"1,3",ZjB,L,Tag,p,b,,,,,,,,
1,1jB,L,Tag,p,b,,,,,,,,
"5,4,3",xjB,L,Tag,p,b,,,,,,,,
"5,4",sjB,L,Tag,p,b,,,,,,,,
"5,3",tjB,L,Tag,p,b,,,,,,,,
5,5jB,L,Tag,p,b,,,,,,,,
"4,3",WjB,L,Tag,p,b,,,,,,,,
4,4jB,L,Tag,p,b,,,,,,,,
3,3jB,L,Tag,p,b,,,,,,,,
2,2jB,L,Tag,p,b,,,,,,,,
0,0jB,L,Tag,p,b,,,,,,,,
"6,4,3,1",PjD,L,Tag,f,a,,,,,,,,
"6,4,3",QjD,L,Tag,f,a,,,,,,,,
"6,4,1",RjD,L,Tag,f,a,,,,,,,,
"6,4",UjD,L,Tag,f,a,,,,,,,,
"6,3,1",SjD,L,Tag,f,a,,,,,,,,
"6,3",VjD,L,Tag,f,a,,,,,,,,
"6,1",XjD,L,Tag,f,a,,,,,,,,
6,6jD,L,Tag,f,a,,,,,,,,
"4,3,1",TjD,L,Tag,f,a,,,,,,,,
"4,3",WjD,L,Tag,f,a,,,,,,,,
"4,1",YjD,L,Tag,f,a,,,,,,,,
4,4jD,L,Tag,f,a,,,,,,,,
"3,1",ZjD,L,Tag,f,a,,,,,,,,
3,3jD,L,Tag,f,a,,,,,,,,
1,1jD,L,Tag,f,a,,,,,,,,
2,2jD,L,Tag,f,a,,,,,,,,
0,0jD,L,Tag,f,a,,,,,,,,
"1,6,4,3",PjU,L,Tag,f,b,,,,,,,,
"1,6,4",RjU,L,Tag,f,b,,,,,,,,
"1,6,3",SjU,L,Tag,f,b,,,,,,,,
"1,6",XjU,L,Tag,f,b,,,,,,,,
"1,4,3",TjU,L,Tag,f,b,,,,,,,,
"1,4",YjU,L,Tag,f,b,,,,,,,,
"1,3",ZjU,L,Tag,f,b,,,,,,,,
1,1jU,L,Tag,f,b,,,,,,,,
"6,4,3",QjU,L,Tag,f,b,,,,,,,,
"6,4",UjU,L,Tag,f,b,,,,,,,,
"6,3",VjU,L,Tag,f,b,,,,,,,,
6,6jU,L,Tag,f,b,,,,,,,,
"4,3",WjU,L,Tag,f,b,,,,,,,,
4,4jU,L,Tag,f,b,,,,,,,,
3,3jU,L,Tag,f,b,,,,,,,,
2,2jU,L,Tag,f,b,,,,,,,,
0,0jU,L,Tag,f,b,,,,,,,,
"6,4,3,2",PkA,L,Gul,p,a,,,,,,,,
"6,4,3",QkA,L,Gul,p,a,,,,,,,,
"6,4,2",RkA,L,Gul,p,a,,,,,,,,
"6,4",UkA,L,Gul,p,a,,,,,,,,
"6,3,2",SkA,L,Gul,p,a,,,,,,,,
"6,3",VkA,L,Gul,p,a,,,,,,,,
"6,2",XkA,L,Gul,p,a,,,,,,,,
6,6kA,L,Gul,p,a,,,,,,,,
"4,3,2",TkA,L,Gul,p,a,,,,,,,,
"4,3",WkA,L,Gul,p,a,,,,,,,,
"4,2",YkA,L,Gul,p,a,,,,,,,,
4,4kA,L,Gul,p,a,,,,,,,,
"3,2",ZkA,L,Gul,p,a,,,,,,,,
3,3kA,L,Gul,p,a,,,,,,,,
2,2kA,L,Gul,p,a,,,,,,,,
1,1kA,L,Gul,p,a,,,,,,,,
0,0kA,L,Gul,p,a,,,,,,,,
"6,4,3,2",PkB,L,Gul,p,b,,,,,,,,
"6,4,3",QkB,L,Gul,p,b,,,,,,,,
"6,4,2",RkB,L,Gul,p,b,,,,,,,,
"6,4",UkB,L,Gul,p,b,,,,,,,,
"6,3,2",SkB,L,Gul,p,b,,,,,,,,
"6,3",VkB,L,Gul,p,b,,,,,,,,
"6,2",XkB,L,Gul,p,b,,,,,,,,
6,6kB,L,Gul,p,b,,,,,,,,
"4,3,2",TkB,L,Gul,p,b,,,,,,,,
"4,3",WkB,L,Gul,p,b,,,,,,,,
"4,2",YkB,L,Gul,p,b,,,,,,,,
4,4kB,L,Gul,p,b,,,,,,,,
"3,2",ZkB,L,Gul,p,b,,,,,,,,
3,3kB,L,Gul,p,b,,,,,,,,
2,2kB,L,Gul,p,b,,,,,,,,
1,1kB,L,Gul,p,b,,,,,,,,
0,0kB,L,Gul,p,b,,,,,,,,
"6,4,3,2",PlA,L,Gal,p,a,,,,,,,,
"6,4,3",QlA,L,Gal,p,a,,,,,,,,
"6,4,2",RlA,L,Gal,p,a,,,,,,,,
"6,4",UlA,L,Gal,p,a,,,,,,,,
"6,3,2",SlA,L,Gal,p,a,,,,,,,,
"6,3",VlA,L,Gal,p,a,,,,,,,,
"6,2",XlA,L,Gal,p,a,,,,,,,,
6,6lA,L,Gal,p,a,,,,,,,,
"4,3,2",TlA,L,Gal,p,a,,,,,,,,
"4,3",WlA,L,Gal,p,a,,,,,,,,
"4,2",YlA,L,Gal,p,a,,,,,,,,
4,4lA,L,Gal,p,a,,,,,,,,
"3,2",ZlA,L,Gal,p,a,,,,,,,,
3,3lA,L,Gal,p,a,,,,,,,,
2,2lA,L,Gal,p,a,,,,,,,,
1,1lA,L,Gal,p,a,,,,,,,,
0,0lA,L,Gal,p,a,,,,,,,,
"6,4,3,2",PlB,L,Gal,p,b,,,,,,,,
"6,4,3",QlB,L,Gal,p,b,,,,,,,,
"6,4,2",RlB,L,Gal,p,b,,,,,,,,
"6,4",UlB,L,Gal,p,b,,,,,,,,
"6,3,2",SlB,L,Gal,p,b,,,,,,,,
"6,3",VlB,L,Gal,p,b,,,,,,,,
"6,2",XlB,L,Gal,p,b,,,,,,,,
6,6lB,L,Gal,p,b,,,,,,,,
"4,3,2",TlB,L,Gal,p,b,,,,,,,,
"4,3",WlB,L,Gal,p,b,,,,,,,,
"4,2",YlB,L,Gal,p,b,,,,,,,,
4,4lB,L,Gal,p,b,,,,,,,,
"3,2",ZlB,L,Gal,p,b,,,,,,,,
3,3lB,L,Gal,p,b,,,,,,,,
2,2lB,L,Gal,p,b,,,,,,,,
1,1lB,L,Gal,p,b,,,,,,,,
0,0lB,L,Gal,p,b,,,,,,,,
"6,4,3,2",PmA,L,Man,p,a,,,,,,,,
"6,4,3",QmA,L,Man,p,a,,,,,,,,
"6,4,2",RmA,L,Man,p,a,,,,,,,,
"6,4",UmA,L,Man,p,a,,,,,,,,
"6,3,2",SmA,L,Man,p,a,,,,,,,,
"6,3",VmA,L,Man,p,a,,,,,,,,
"6,2",XmA,L,Man,p,a,,,,,,,,
6,6mA,L,Man,p,a,,,,,,,,
"4,3,2",TmA,L,Man,p,a,,,,,,,,
"4,3",WmA,L,Man,p,a,,,,,,,,
"4,2",YmA,L,Man,p,a,,,,,,,,
4,4mA,L,Man,p,a,,,,,,,,
"3,2",ZmA,L,Man,p,a,,,,,,,,
3,3mA,L,Man,p,a,,,,,,,,
2,2mA,L,Man,p,a,,,,,,,,
1,1mA,L,Man,p,a,,,,,,,,
0,0mA,L,Man,p,a,,,,,,,,
"6,4,3,2",PmB,L,Man,p,b,,,,,,,,
"6,4,3",QmB,L,Man,p,b,,,,,,,,
"6,4,2",RmB,L,Man,p,b,,,,,,,,
"6,4",UmB,L,Man,p,b,,,,,,,,
"6,3,2",SmB,L,Man,p,b,,,,,,,,
"6,3",VmB,L,Man,p,b,,,,,,,,
"6,2",XmB,L,Man,p,b,,,,,,,,
6,6mB,L,Man,p,b,,,,,,,,
"4,3,2",TmB,L,Man,p,b,,,,,,,,
"4,3",WmB,L,Man,p,b,,,,,,,,
"4,2",YmB,L,Man,p,b,,,,,,,,
4,4mB,L,Man,p,b,,,,,,,,
"3,2",ZmB,L,Man,p,b,,,,,,,,
3,3mB,L,Man,p,b,,,,,,,,
2,2mB,L,Man,p,b,,,,,,,,
1,1mB,L,Man,p,b,,,,,,,,
0,0mB,L,Man,p,b,,,,,,,,
"6,4,3,2",PnA,L,All,p,a,,,,,,,,
"6,4,3",QnA,L,All,p,a,,,,,,,,
"6,4,2",RnA,L,All,p,a,,,,,,,,
"6,4",UnA,L,All,p,a,,,,,,,,
"6,3,2",SnA,L,All,p,a,,,,,,,,
"6,3",VnA,L,All,p,a,,,,,,,,
"6,2",XnA,L,All,p,a,,,,,,,,
6,6nA,L,All,p,a,,,,,,,,
"4,3,2",TnA,L,All,p,a,,,,,,,,
"4,3",WnA,L,All,p,a,,,,,,,,
"4,2",YnA,L,All,p,a,,,,,,,,
4,4nA,L,All,p,a,,,,,,,,
"3,2",ZnA,L,All,p,a,,,,,,,,
3,3nA,L,All,p,a,,,,,,,,
2,2nA,L,All,p,a,,,,,,,,
1,1nA,L,All,p,a,,,,,,,,
0,0nA,L,All,p,a,,,,,,,,
"6,4,3,2",PnB,L,All,p,b,,,,,,,,
"6,4,3",QnB,L,All,p,b,,,,,,,,
"6,4,2",RnB,L,All,p,b,,,,,,,,
"6,4",UnB,L,All,p,b,,,,,,,,
"6,3,2",SnB,L,All,p,b,,,,,,,,
"6,3",VnB,L,All,p,b,,,,,,,,
"6,2",XnB,L,All,p,b,,,,,,,,
6,6nB,L,All,p,b,,,,,,,,
"4,3,2",TnB,L,All,p,b,,,,,,,,
"4,3",WnB,L,All,p,b,,,,,,,,
"4,2",YnB,L,All,p,b,,,,,,,,
4,4nB,L,All,p,b,,,,,,,,
"3,2",ZnB,L,All,p,b,,,,,,,,
3,3nB,L,All,p,b,,,,,,,,
2,2nB,L,All,p,b,,,,,,,,
1,1nB,L,All,p,b,,,,,,,,
0,0nB,L,All,p,b,,,,,,,,
"4,3,2",ToA,L,GalA,p,a,,,,,,,,
"4,3",WoA,L,GalA,p,a,,,,,,,,
"4,2",YoA,L,GalA,p,a,,,,,,,,
4,4oA,L,GalA,p,a,,,,,,,,
"3,2",ZoA,L,GalA,p,a,,,,,,,,
3,3oA,L,GalA,p,a,,,,,,,,
2,2oA,L,GalA,p,a,,,,,,,,
1,1oA,L,GalA,p,a,,,,,,,,
0,0oA,L,GalA,p,a,,,,,,,,
"4,3,2",ToB,L,GalA,p,b,,,,,,,,
"4,3",WoB,L,GalA,p,b,,,,,,,,
"4,2",YoB,L,GalA,p,b,,,,,,,,
4,4oB,L,GalA,p,b,,,,,,,,
"3,2",ZoB,L,GalA,p,b,,,,,,,,
3,3oB,L,GalA,p,b,,,,,,,,
2,2oB,L,GalA,p,b,,,,,,,,
1,1oB,L,GalA,p,b,,,,,,,,
0,0oB,L,GalA,p,b,,,,,,,,
"5,4,3,1",ypA,L,Psi,p,a,,,,,,,,
"5,4,3",xpA,L,Psi,p,a,,,,,,,,
"5,4,1",vpA,L,Psi,p,a,,,,,,,,
"5,4",spA,L,Psi,p,a,,,,,,,,
"5,3,1",npA,L,Psi,p,a,,,,,,,,
"5,3",tpA,L,Psi,p,a,,,,,,,,
"5,1",upA,L,Psi,p,a,,,,,,,,
5,5pA,L,Psi,p,a,,,,,,,,
"4,3,1",TpA,L,Psi,p,a,,,,,,,,
"4,3",WpA,L,Psi,p,a,,,,,,,,
"4,1",YpA,L,Psi,p,a,,,,,,,,
4,4pA,L,Psi,p,a,,,,,,,,
"3,1",ZpA,L,Psi,p,a,,,,,,,,
3,3pA,L,Psi,p,a,,,,,,,,
1,1pA,L,Psi,p,a,,,,,,,,
2,2pA,L,Psi,p,a,,,,,,,,
0,0pA,L,Psi,p,a,,,,,,,,
"1,5,4,3",ypB,L,Psi,p,b,,,,,,,,
"1,5,4",vpB,L,Psi,p,b,,,,,,,,
"1,5,3",npB,L,Psi,p,b,,,,,,,,
"1,5",upB,L,Psi,p,b,,,,,,,,
"1,4,3",TpB,L,Psi,p,b,,,,,,,,
"1,4",YpB,L,Psi,p,b,,,,,,,,
"1,3",ZpB,L,Psi,p,b,,,,,,,,
1,1pB,L,Psi,p,b,,,,,,,,
"5,4,3",xpB,L,Psi,p,b,,,,,,,,
"5,4",spB,L,Psi,p,b,,,,,,,,
"5,3",tpB,L,Psi,p,b,,,,,,,,
5,5pB,L,Psi,p,b,,,,,,,,
"4,3",WpB,L,Psi,p,b,,,,,,,,
4,4pB,L,Psi,p,b,,,,,,,,
3,3pB,L,Psi,p,b,,,,,,,,
2,2pB,L,Psi,p,b,,,,,,,,
0,0pB,L,Psi,p,b,,,,,,,,
"6,4,3,1",PpD,L,Psi,f,a,,,,,,,,
"6,4,3",QpD,L,Psi,f,a,,,,,,,,
"6,4,1",RpD,L,Psi,f,a,,,,,,,,
"6,4",UpD,L,Psi,f,a,,,,,,,,
"6,3,1",SpD,L,Psi,f,a,,,,,,,,
"6,3",VpD,L,Psi,f,a,,,,,,,,
"6,1",XpD,L,Psi,f,a,,,,,,,,
6,6pD,L,Psi,f,a,,,,,,,,
"4,3,1",TpD,L,Psi,f,a,,,,,,,,
"4,3",WpD,L,Psi,f,a,,,,,,,,
"4,1",YpD,L,Psi,f,a,,,,,,,,
4,4pD,L,Psi,f,a,,,,,,,,
"3,1",ZpD,L,Psi,f,a,,,,,,,,
3,3pD,L,Psi,f,a,,,,,,,,
1,1pD,L,Psi,f,a,,,,,,,,
2,2pD,L,Psi,f,a,,,,,,,,
0,0pD,L,Psi,f,a,,,,,,,,
"1,6,4,3",PpU,L,Psi,f,b,,,,,,,,
"1,6,4",RpU,L,Psi,f,b,,,,,,,,
"1,6,3",SpU,L,Psi,f,b,,,,,,,,
"1,6",XpU,L,Psi,f,b,,,,,,,,
"1,4,3",TpU,L,Psi,f,b,,,,,,,,
"1,4",YpU,L,Psi,f,b,,,,,,,,
"1,3",ZpU,L,Psi,f,b,,,,,,,,
1,1pU,L,Psi,f,b,,,,,,,,
"6,4,3",QpU,L,Psi,f,b,,,,,,,,
"6,4",UpU,L,Psi,f,b,,,,,,,,
"6,3",VpU,L,Psi,f,b,,,,,,,,
6,6pU,L,Psi,f,b,,,,,,,,
"4,3",WpU,L,Psi,f,b,,,,,,,,
4,4pU,L,Psi,f,b,,,,,,,,
3,3pU,L,Psi,f,b,,,,,,,,
2,2pU,L,Psi,f,b,,,,,,,,
0,0pU,L,Psi,f,b,,,,,,,,
"4,3,2",TqA,L,Qui,p,a,,,,,,,,
"4,3",WqA,L,Qui,p,a,,,,,,,,
"4,2",YqA,L,Qui,p,a,,,,,,,,
4,4qA,L,Qui,p,a,,,,,,,,
"3,2",ZqA,L,Qui,p,a,,,,,,,,
3,3qA,L,Qui,p,a,,,,,,,,
2,2qA,L,Qui,p,a,,,,,,,,
1,1qA,L,Qui,p,a,,,,,,,,
0,0qA,L,Qui,p,a,,,,,,,,
"4,3,2",TqB,L,Qui,p,b,,,,,,,,
"4,3",WqB,L,Qui,p,b,,,,,,,,
"4,2",YqB,L,Qui,p,b,,,,,,,,
4,4qB,L,Qui,p,b,,,,,,,,
"3,2",ZqB,L,Qui,p,b,,,,,,,,
3,3qB,L,Qui,p,b,,,,,,,,
2,2qB,L,Qui,p,b,,,,,,,,
1,1qB,L,Qui,p,b,,,,,,,,
0,0qB,L,Qui,p,b,,,,,,,,
"4,3,2",TrA,L,Rib,p,a,,,,,,,,
"4,3",WrA,L,Rib,p,a,,,,,,,,
"4,2",YrA,L,Rib,p,a,,,,,,,,
4,4rA,L,Rib,p,a,,,,,,,,
"3,2",ZrA,L,Rib,p,a,,,,,,,,
3,3rA,L,Rib,p,a,,,,,,,,
2,2rA,L,Rib,p,a,,,,,,,,
1,1rA,L,Rib,p,a,,,,,,,,
0,0rA,L,Rib,p,a,,,,,,,,
"4,3,2",TrB,L,Rib,p,b,,,,,,,,
"4,3",WrB,L,Rib,p,b,,,,,,,,
"4,2",YrB,L,Rib,p,b,,,,,,,,
4,4rB,L,Rib,p,b,,,,,,,,
"3,2",ZrB,L,Rib,p,b,,,,,,,,
3,3rB,L,Rib,p,b,,,,,,,,
2,2rB,L,Rib,p,b,,,,,,,,
1,1rB,L,Rib,p,b,,,,,,,,
0,0rB,L,Rib,p,b,,,,,,,,
"5,3,2",nrD,L,Rib,f,a,,,,,,,,
"5,3",trD,L,Rib,f,a,,,,,,,,
"5,2",urD,L,Rib,f,a,,,,,,,,
5,5rD,L,Rib,f,a,,,,,,,,
"3,2",ZrD,L,Rib,f,a,,,,,,,,
3,3rD,L,Rib,f,a,,,,,,,,
2,2rD,L,Rib,f,a,,,,,,,,
1,1rD,L,Rib,f,a,,,,,,,,
0,0rD,L,Rib,f,a,,,,,,,,
"5,3,2",nrU,L,Rib,f,b,,,,,,,,
"5,3",trU,L,Rib,f,b,,,,,,,,
"5,2",urU,L,Rib,f,b,,,,,,,,
5,5rU,L,Rib,f,b,,,,,,,,
"3,2",ZrU,L,Rib,f,b,,,,,,,,
3,3rU,L,Rib,f,b,,,,,,,,
2,2rU,L,Rib,f,b,,,,,,,,
1,1rU,L,Rib,f,b,,,,,,,,
0,0rU,L,Rib,f,b,,,,,,,,
"7,8,9,4",AsA,L,Neu5Ac,p,a,,,,,,,,
"7,8,9",BsA,L,Neu5Ac,p,a,,,,,,,,
